year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,debtgdp,revenue,expenditure,xrusd,peg,peg_strict,crisisJST,tloans,tmort,thh,tbus,hpnom,peg_type,peg_base,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1934,Australia,AUS,193,6682,5059.862317,21.59107221,26.2182,1632.8,0.1135693,3.916667,30.68284396,136,228,286.3,1123.3,2.44,3.87,0.901475,148,158,0.5002905825,0,0,0,554.696,67.226,67.226,487.47,1.016422977,FLOAT,HYBRID,0.2320000082,0.1004522294,0.07237169892,0.02591796964,,,0.05555249751,0.0448997356,0.04253671318,0.1909999996,0.03442485258,,,,0.03869999945,0.04100000113,0.098772645,0.1314311177,0.04914483428
1935,Australia,AUS,193,6732,5317.587641,22.69906189,25.8,1724.4,0.1396648,3.958333,-68.26852885,166,208,297.2,1134.7,1.95,3.35,0.867318,154,160,0.5122578567,0,0,0,587.414,65.442,65.442,521.972,1.100488035,FLOAT,HYBRID,0.1010000035,0.1263392717,0.02196123078,0.0233261697,,,0.08271186799,0.04362739995,0.04029456154,0.06199999899,0.03672316298,,,,0.03350000083,0.0390000008,0.0829667896,0.12072514,0.02264370024
1936,Australia,AUS,193,6783,5515.848445,23.55178986,28.0165,1895.4,0.1397713,4.083333,-43.81170561,190,248,313.1,1155.5,1.75,3.58,0.797776,164,168,0.5049468226,0,0,0,607.232,64.024,64.024,543.208,1.138699425,FLOAT,HYBRID,0.1979999989,0.08005228639,0.03695134073,0.0233261697,,,0.03472089767,0.04533138499,0.0438102521,0.1539999992,0.03812824935,,,,0.03579999879,0.04399999976,0.08017788827,0.1091204882,0.03013875522
1937,Australia,AUS,193,6841,5745.651221,24.54135916,28.7718,2067.6,0.1456028,4.166667,35.85081202,206,296,341.4,1225.6,1.75,3.88,0.735469,166,180,0.5077324401,0,0,0,609.006,63.516,63.516,545.49,1.176910815,FLOAT,HYBRID,0.02400000021,0.08223386109,-0.01219530031,0.0233261697,,,0.03355580941,0.04867805541,0.04709765688,-0.01700000092,0.04170905426,,,,0.03880000114,0.04100000113,0.04598221555,0.06840636581,0.005565434694
1938,Australia,AUS,193,6904,5886.326767,25.14783347,29.1542,2236.2,0.1610124,4.25,-98.05762409,254,284,353.5,1281.7,1.75,3.84,0.686591,178,196,0.5134151835,0,0,0,670.722,63.594,63.594,607.128,1.199837649,FLOAT,HYBRID,-0.004999999888,0.06834704429,-0.01687715761,0.0233261697,,,0.01948322356,0.04886382073,0.04792999104,-0.05099999905,0.04847207665,,,,0.03840000182,0.04600000009,0.03438139707,0.05119283125,0.003224506043
1939,Australia,AUS,193,6971,5845.561325,24.97192353,26.1641,2190.4,0.1594283,4.375,-99.47397347,226,246,357.6,1294.7,1.75,3.91,0.71193,190,280,0.565962986,0,0,0,694.962,66.498,66.498,628.464,1.230406761,FLOAT,HYBRID,0.0530000031,0.07448546588,0.02013826929,0.02415554971,,,0.02547839656,0.04900706932,0.04778946936,0.002000000095,0.05089820549,,,,0.03909999877,0.05100000277,0.05324142799,0.0696702227,0.02214691043
1940,Australia,AUS,193,7042,6166.139165,26.35541773,24.345,2384.4,0.1454545,4.625,-104.987708,264,300,451.2,1400.2,1.58,3.3,0.677323,224,510,0.6553938917,1,1,0,718.172,67.062,67.062,651.11,1.260975873,PEG,GBR,0.03500000015,0.0731600076,0.1194465905,0.0233261697,,,0.02484537661,0.04831462726,0.04714333266,-0.01700000092,0.05289928615,,,,0.03299999982,0.05199999735,0.0675650984,0.06551722437,0.07138638198
1941,Australia,AUS,193,7111,6788.230066,29.04042279,23.7585,2583,0.1165501,4.875,-147.9685647,248,270,500.4,1482.7,1.5,3.23,0.664942,300,846,0.6225099602,1,1,0,688.544,64.138,64.138,624.406,1.360325488,PEG,GBR,-0.0549999997,0.123633042,-0.003334748792,0.02249680087,,,0.07878793031,0.04484511167,0.04156990349,-0.1010000035,0.05116796494,,,,0.03229999915,0.04600000009,0.06546956301,0.09582453966,0.00958102569
1942,Australia,AUS,193,7173,7505.452112,32.13544577,24.0162,3006.8,0.0768923,5.166667,-142.1204775,340,320,647.8,1653.6,1.5,3.24,0.652303,420,1394,0.6220839813,1,1,0,678.284,60.574,60.574,617.71,1.474959658,PEG,GBR,0.1840000004,0.1261281073,0.06471202523,0.02156374976,,,0.08426631987,0.04186178371,0.03860839456,0.123999998,0.05338078365,,,,0.03240000084,0.06000000238,0.101167351,0.1341663599,0.04313788563
1943,Australia,AUS,193,7236,7702.832504,32.98797131,21.791,3441.6,0.0503849,5.208333,-92.1766,488,252,888.9,2161.1,1.46,3.23,0.701784,588,1440,0.6198090988,1,1,0,602.316,55.282,55.282,547.034,1.551382438,PEG,GBR,0.0889999941,0.08973007649,0.05429811776,0.02156374976,,,0.05181157589,0.0379185006,0.03605065867,0.04500000179,0.04210526496,,,,0.03229999915,0.04400000349,0.06911370903,0.08962635696,0.03793093562
1944,Australia,AUS,193,7309,7362.02709,31.51368815,20.3669,3498.2,0.053012,5.25,368.4454,486,294,1147.1,2660.9,1.25,3.24,0.787298,684,1286,0.6195786865,1,1,0,567.316,50.04,50.04,517.276,1.551382438,PEG,GBR,0.07999999821,0.03836281225,0.04938143864,0.02156374976,,,0,0.03836281225,0.03836281225,0.03599999845,0.04247104004,,,,0.03240000084,0.04399999604,0.04036877304,0.04405291378,0.0354725942
1945,Australia,AUS,193,7389,6916.898092,29.58748447,23.0412,3422.4,0.0661506,5.375,272.1382,428,310,1253.3,3003.5,,3.25,0.897326,754,1102,0.6211180124,1,1,0,548.124,45.27,45.27,502.854,1.551382438,PEG,GBR,0.1410000026,0.03936151043,0.03436411917,,,,0,0.03936151043,0.03936151043,0.09600000083,0.04105839878,,,,0.03249999881,0.04500000551,,0.05770071223,
1946,Australia,AUS,193,7474,6594.932834,28.19437494,23.4821,3534.4,0.0981261,5.5,100,356,394,1325.3,3003.9,,3.24,0.92494,782,960,0.6223937263,1,1,0,,,,,1.551382438,PEG,GBR,0.1330000013,0.03979371116,0.0998429358,,,,0,0.03979371116,0.03979371116,0.09200000018,0.03754578903,,,,0.03240000084,0.04100000113,,0.05779848993,
1947,Australia,AUS,193,7578,6664.39905,28.4954866,27.8467,3758.4,,5.916667,-91,416,618,1395,3045.9,,3.17,0.886607,862,956,0.6230529595,1,1,0,,,,,1.551382438,PEG,GBR,0.1660000086,0.04231222719,-0.03426471353,,,,0,0.04231222719,0.04231222719,0.1270000041,0.03460514545,,,,0.03170000017,0.0390000008,,0.07169076055,
1948,Australia,AUS,193,7715,6967.459754,29.81481112,31.0284,4512.2,,6.416667,13,832,1023.2,1539,3217.9,2.25,3.129999999,0.744649,932,1100,0.6203473045,1,1,0,861.0557801,,,,1.551382438,PEG,GBR,0.02400000021,0.04319707677,0.05791679397,0.02250000089,,,0,0.04319707677,0.04319707677,-0.01099999994,0.03538928181,,,,0.03130000085,0.03500000015,0.03938461468,0.03875519335,0.0402083993
1949,Australia,AUS,193,7919,7236.792524,30.99780038,32.6629,5207.4,0.1793103448,6.968818,62,1002.1,1069.2,2133,3522.9,1.99,3.119999999,0.654024,1077,1246,0.8928569999,1,1,0,981.2093775,,,,1.551382438,PEG,GBR,0.08100000024,0.0438000001,-0.04020370916,0.01989999972,,,0,0.0438000001,0.0438000001,0.03999999911,0.0394230783,,,,0.03119999915,0.04100000113,0.02632114291,0.05309610069,-0.01015185472
1950,Australia,AUS,193,8267.337,7411.576424,31.77937491,33.7089,6145,0.2047556143,7.609278,-56.24999099,1403.6,1489,2729,4095,1.949999999,3.139999999,0.570583,1160,1784,0.8928569999,1,1,0,1201.355969,,,,3.607155225,PEG,GBR,0.3140000105,1.363138914,0.04981490225,0.0195000004,,,1.325129867,0.03800908104,0.03800908104,0.2670000196,0.03709550202,,,,0.03139999881,0.04700000212,0.867059052,1.189059496,0.03465745226
1951,Australia,AUS,193,8510.6,7507.343783,32.20204458,33.2588,8152.4,0.2211155378,9.118934,-414.5683455,2117.7,1819.6,2639,4871,2.009999999,3.529999999,0.451868,1620,2144,0.8992805759,1,1,0,1489.904608,,,,4.210895189,PEG,GBR,-0.04600000009,0.2068158239,-0.08226433396,0.02009999938,,,0.1673726737,0.03944314644,0.03378796577,-0.08300000429,0.04034896195,,,,0.0353000015,0.03699999675,0.1208450794,0.1732634753,-0.03108216822
1952,Australia,AUS,193,8691.212,7417.837696,31.80994153,32.5682,8796.8,0.2579752175,10.68959,-389.8305088,1752.6,1544,2639,4819,2.489999999,4.339999999,0.449222,2058,2188,0.8920606609,1,1,0,1548.406359,204.245,284.786,1263.62,4.157399243,PEG,GBR,-0.1330000013,0.02713806182,0.01463587955,0.02490000054,,,-0.01270512212,0.03984318301,0.04035590962,-0.174999997,0.05090909079,,,,0.04340000078,0.04199999943,0.01025196537,0.006932800636,0.01976794004
1953,Australia,AUS,193,8857.924,7505.25744,32.19202439,31.174,9968.6,0.2270188504,11.14706,341.6592331,1291.6,1800.5,2963,5157,3.069999999,4.479999999,0.416291,2029,2182,0.8920606609,1,1,0,1670,278.517,361.071,1308.93,4.103903297,PEG,GBR,0.1299999952,0.02504248172,0.08746678382,0.0307,,,-0.01286861952,0.03791110218,0.03840532526,0.07699999958,0.04921077192,,,,0.0447999984,0.0530000031,0.04413740337,0.03899613395,0.05908339098
1954,Australia,AUS,193,9064.017,7790.585565,33.44434525,32.861,10886.4,0.2296793438,11.2233,-341.7266189,1652.6,1496.9,3129,5600,3.339999999,4.459999999,0.400177,2085,2260,0.8992805759,1,1,0,1961,324.936,429.639,1531.36,4.226179745,PEG,GBR,0.1860000044,0.07019025087,0.07898322493,0.03339999914,,,0.02979604714,0.04039420187,0.03922544047,0.1309999973,0.0486295335,,,,0.04459999874,0.05500000343,0.07824224234,0.08577283472,0.05619161204
1955,Australia,AUS,193,9277.087,8027.412053,34.4849264,35.0316,11594.6,0.2381761824,11.45204,-550.7375955,1909.9,1595.9,3159,5766,3.789999999,4.519999999,0.39044,2184,2416,0.8940545381,1,1,0,2300,352.788,463.531,1836.47,4.340813915,PEG,GBR,0.1030000001,0.07080511004,-0.09786063433,0.03790000081,,,0.02712378465,0.04368132353,0.04252780974,0.04699999839,0.05348615348,,,,0.04520000145,0.05600000173,0.0500498414,0.07588577271,-0.02998031676
1956,Australia,AUS,193,9500.606,8108.324879,34.84089605,35.0197,12550.8,0.239449626,12.16875,-210.4316548,1726,1701.1,3090,5817,4.709999999,5.029999999,0.373724,2346,2722,0.8992805759,1,1,0,2305,389.923,486.572,1818.43,4.806992874,PEG,GBR,0.07699999958,0.1516254544,-0.006890301593,0.04710000008,,,0.1073947027,0.04423075914,0.03994127735,0.01700000092,0.05899704993,,,,0.05029999837,0.05999999866,0.1130282506,0.1402175874,0.02010484971
1957,Australia,AUS,193,9712.569,8090.238535,34.76144306,34.486,13658.8,0.2277933316,12.46991,93.70816608,1713.3,1990.7,3239,6207,4.569999999,5.019999999,0.352268,2588,2766,0.8924587246,1,1,0,2298,432.772,531.434,1766.57,5.32666778,PEG,GBR,0.1670000106,0.1494423896,0.04079161584,0.04569999874,,,0.1081092358,0.04133315012,0.03730060905,0.1049999967,0.05610859767,,,,0.05020000041,0.06199999899,0.1296478659,0.1518460214,0.04324580729
1958,Australia,AUS,193,9915.267,8305.474779,35.70556727,35.4616,13976.4,0.2391376451,12.63384,-494.4121596,1800,1485.9,3179,6354,4.289999999,4.97,0.3437,2758,2780,0.8940545381,1,1,0,2512,488.475,601.232,1910.77,5.47951334,PEG,GBR,0.1889999956,0.0708662346,0.09300865233,0.04289999977,,,0.02869334817,0.04217288643,0.04099655896,0.1289999932,0.05314438045,,,,0.04969999939,0.06000000611,0.08583187312,0.08987226337,0.06795432419
1959,Australia,AUS,193,10131.73,8628.438443,37.12428394,35.7542,15011.4,0.2354485101,12.86639,-313.1991053,1864.8,1791.9,3274,6677,3.989999999,4.909999999,0.324622,2736,2996,0.8948545865,1,1,0,2525,559.176,679.986,1845.01,5.632358901,PEG,GBR,0.4429999888,0.07182022184,0.07289112359,0.03990000114,,,0.02789483033,0.04392539337,0.04273335263,0.3809999824,0.04489500448,,,,0.04910000041,0.06199999899,0.136654973,0.1522122324,0.0563955605
1960,Australia,AUS,193,10361.27,8790.908221,37.83915844,38.3253,16591,0.2297197097,13.35436,-790.8847192,2377,1830.2,3522,7192,4.389999999,4.989999999,0.31474,3030,3360,0.89365505,1,1,0,2809,593.455,738.427,2070.57,6.427155815,PEG,GBR,-0.06199999899,0.1805217117,-0.01366253011,0.04390000179,,,0.1411131322,0.03940858319,0.03453521058,-0.09899999946,0.04106548429,,,,0.04989999905,0.03700000048,0.1166939363,0.1345288455,0.01511873584
1961,Australia,AUS,193,10598.81,8653.137983,38.70372845,38.2782,17543,0.2201904928,13.68984,-189.2012496,2115,2109.4,3293,7301,4.989999999,5.269999999,0.303105,3408,3466,0.8924587246,1,1,0,2910,668.727,789.538,2120.46,5.823415851,PEG,GBR,0.1160000041,-0.04652316868,0.04118251428,0.04989999905,,,-0.09393573552,0.04741256684,0.05232803896,0.06599999964,0.04690431431,,,,0.05270000175,0.05000000075,-0.007263296284,-0.01596513391,0.04554125667
1962,Australia,AUS,193,10794.97,9026.798412,37.97519006,37.6869,17745,0.2178586825,13.65172,-335.2704518,2267.6,2103.7,3379,7846,4.289999999,4.919999999,0.304193,3436,3544,0.8940545381,1,1,0,3029,740.727,889.727,2139.27,6.480651761,PEG,GBR,0.04199999943,0.1576946229,0.141033873,0.04289999977,,,0.1128598005,0.04483482242,0.04028793424,-0.001000000047,0.04304303974,,,,0.04919999838,0.04299999774,0.1289428473,0.1345869303,0.0919669345
1963,Australia,AUS,193,11001.48,9399.914539,39.90483502,39.0317,19192,0.224567382,13.72415,-186.3799285,2478.6,2504.1,3464,8517,3.819999999,4.58,0.293188,3539,3960,0.8960573485,1,1,0,3328,866.182,1039.18,2288.82,7.283090953,PEG,GBR,0.2660000026,0.1670731157,0.04974649847,0.03819999844,,,0.1238209158,0.04325219616,0.03848673403,0.2160000056,0.04111842066,,,,0.04580000043,0.05000000075,0.1709948927,0.1898910105,0.04397324845
1964,Australia,AUS,193,11218.3,9848.904077,41.51261945,40.634,21210,0.2352561388,14.04819,-425.4937167,2962.8,2726,3732,9556,4.119999999,4.72,0.276522,3950,4348,0.897666069,1,1,0,3689,1088.73,1288.73,2400.27,7.588782074,PEG,GBR,0.04399999976,0.0870032385,0.009750995785,0.04120000079,,,0.04197257012,0.04503066838,0.04321675003,0.004999999888,0.03880596906,,,,0.04720000178,0.03899999708,0.07162463665,0.07813524455,0.02547549829
1965,Australia,AUS,193,11439.38,10151.85783,43.90076383,42.1613,23154,0.246671534,14.60478,-1003.129192,3359.3,2683.3,3791,10337,4.849999999,5.209999999,0.344419,4592,4819,0.8940545381,1,1,0,4256,1292.73,1498.73,2757.27,7.90975775,PEG,GBR,-0.08199999481,0.08825521171,0.05283568427,0.04850000143,,,0.04229665548,0.04595855623,0.04409354553,-0.1210000068,0.04436860234,,,,0.05209999904,0.0390000008,0.05326300487,0.05372514203,0.05066784471
1966,Australia,AUS,193,11655.08,10241.28271,45.77929572,43.2598,24329,0.246918704,15.03938,-638.2405745,3225.3,2831.2,3816,11138.61,4.919999999,5.25,0.412316,4754,5376,0.8976660682,1,1,0,4697,1482.55,1713.55,2983.45,8.200164315,PEG,GBR,0.06700000167,0.082901299,0.03102748841,0.04919999838,,,0.0367141366,0.04618715867,0.04455148801,0.02099999972,0.04505386949,,,,0.05249999836,0.04600000009,0.07308480889,0.08011583984,0.04011374339
1967,Australia,AUS,193,11872.26,10732.74651,46.94730531,45.0937,27125,0.2417230685,15.51972,-831.400536,3503.5,3105.4,4074,12142.28,4.55,5.25,0.392458,5019,5961,0.8920606609,1,1,0,5297,1689.82,1969.82,3327.18,8.505855436,PEG,USA,0.4250000119,0.08522963524,0.04224278405,0.04549999908,,,0.0372797586,0.04794987664,0.04622656107,0.3690000176,0.04090576991,,,,0.05249999836,0.055999998,0.1503676176,0.1715615243,0.04387139156
1968,Australia,AUS,193,12101.66,11148.30527,50.20821804,46.6573,29146,0.2462105384,15.93145,-1218.018018,3898.2,3148.4,4414,12996.31,4.809999999,5.209999999,0.382114,5608,6284,0.9009009009,1,1,0,6012,1910.18,2210.18,3801.82,9.1095954,PEG,USA,0.34799999,0.118567422,0.02181269415,0.04809999838,,,0.07097930461,0.04758811742,0.04443420842,0.3070000112,0.03136954829,,,,0.05209999904,0.04100000113,0.1621807218,0.1855167598,0.0349563472
1969,Australia,AUS,193,12379.38,11560.99528,51.85871477,48.4384,32686,0.2489145276,16.39655,-801.4311277,4051.5,3768.1,4750,14234.46,4.789999999,5.714166666,0.357269,6248,7040,0.8944543836,1,1,0,6621,2140.36,2445.9,4175.1,9.88146548,PEG,USA,0.1010000035,0.1316682249,0.1104010418,0.04789999872,,,0.08473148942,0.04693673551,0.04327037185,0.06899999827,0.02993451804,,,,0.05714166537,0.03200000152,0.1162190959,0.1225399226,0.07915052027
1970,Australia,AUS,193,12660.16,12023.54473,53.23067058,49.494,36828,0.2460632649,17.037,-704.0358751,4514.7,4258.5,4985,14962.68,5.381666667,6.646666667,0.33905,7160,7770,0.8968609874,1,1,0,7231,2338.91,2689.33,4541.67,10.91317301,PEG,USA,-0.1369999945,0.1509030908,-0.0051593096,0.05381666496,,,0.1044105813,0.04649250582,0.04209712148,-0.1670000106,0.03601440415,,,,0.06646666676,0.02999999747,0.07088287175,0.07865845412,0.02432867698
1971,Australia,AUS,193,12937.2,12289.52169,53.49008206,49.6726,40287,0.2531213972,18.07013,-691.8555841,4613.2,4599.2,5312,16267.55,5.411666667,6.713333333,0.313265,8039,8630,0.8396305633,1,1,0,7904,2568,2949.56,4954.44,12.31935217,PEG,USA,-0.06100000069,0.1744858623,0.1161682904,0.05411666632,,,0.1288531274,0.04563273489,0.04042397812,-0.09800000489,0.04101996124,,,,0.06713332981,0.0370000042,0.1197576821,0.1250935644,0.08514247835
1972,Australia,AUS,193,13177,12404.41679,54.04503844,51.1994,44451,0.2451559201,19.12994,376.4705885,4217.3,5418.6,5796,19467.3,4.319166667,5.831666667,0.297352,9811,9740,0.7843137261,1,1,0,8752,2858.18,3359.2,5392.8,13.57268576,PEG,USA,0.3640000224,0.1471672058,0.08838738501,0.04319166765,,,0.1017338485,0.04543335736,0.04123805091,0.3179999888,0.03490136564,,,,0.05831666663,0.04600000009,0.1801531911,0.1959817261,0.06578952819
1973,Australia,AUS,193,13380.4,12878.09034,55.54007047,53.4392,49709,0.2458109917,20.94076,282.2580647,5177,6718.6,7285,23637.37,5.2125,6.933333333,0.264661,10757,11200,0.6720430112,1,1,0,11107,3317.45,4221.03,6885.97,16.33919041,PEG,USA,-0.2579999864,0.2478635013,-0.1246582344,0.05212499946,,,0.2038282752,0.04403522238,0.03657932207,-0.2870000005,0.04067321122,,,,0.0693333298,0.02899999917,0.1445064396,0.1667172909,-0.03626661748
1974,Australia,AUS,193,13599.1,12985.12402,54.76740278,54.1798,60234,0.2267650073,24.10494,-2112.283347,8358,7684.8,7451,25297.77,9.069166667,9.036666667,0.230131,13746,15700,0.7535795032,1,1,0,14279,4006.91,5132.03,9146.97,19.74000412,PEG,USA,-0.2619999945,0.2493669689,0.006274927873,0.09069166332,,,0.2081374824,0.04122949392,0.03412649035,-0.3089999855,0.06801736355,,,,0.090366669,0.04699999839,0.1892600954,0.2043678164,0.04848329723
1975,Australia,AUS,193,13771.4,13169.83023,55.60575836,54.1745,71093,0.2156822553,27.73803,-804.2319631,8173,9122.5,8389,30816.56,7.51,9.741666667,0.228612,17802,20400,0.7954816648,1,0,0,16496,5145.82,6473.67,10022.3,22.13967942,PEG,USA,0.5460000038,0.1663704813,0.0631448105,0.07509999722,,,0.1215653494,0.04480512813,0.03994874656,0.454000026,0.06327372789,,,,0.09741666913,0.09200000018,0.1970866024,0.2109000981,0.06912240386
1976,Australia,AUS,193,13915.5,13558.83727,56.95797743,56.0712,83150,0.2212698889,31.4893,-1785.714286,9998.6,10774.1,9572,39499.83,7.511666667,10.03083333,0.222987,21504,23300,0.9204712813,1,0,0,19327,6599.67,8069.42,11257.6,25.00553368,PEG,USA,0.03599999845,0.1769410223,0.07441657782,0.07511666417,,,0.1294416785,0.04749934375,0.04205559567,-0.01999999955,0.05714285746,,,,0.1003083363,0.05600000173,0.1535206735,0.1620746106,0.07476662099
1977,Australia,AUS,193,14074.1,13546.37241,56.88905069,56.591,95983,0.2217301316,35.36256,-2699.316631,12185.8,12050,10377,42872.1,8.525,10.22666667,0.214885,24935,26200,0.87611705,1,0,0,22414,7723.73,9766.5,12647.5,27.31350164,PEG,USA,0.1319999993,0.143635422,0.1612414718,0.08524999768,,,0.09229969233,0.05133572221,0.04699783772,0.06599999964,0.06191369519,,,,0.1022666693,0.06599999964,0.1405292004,0.1424082965,0.123245731
1978,Australia,AUS,193,14248.6,13768.65096,58.5877253,57.1339,104812,0.2259685489,38.16457,-3875.706218,13591.4,12591,11266,48245.05,8.646666667,9.06,0.223799,27173,28700,0.8691873106,1,0,0,25043,8886.55,11443,13600,28.79610358,PEG,USA,0.2429999858,0.108375296,0.1398651749,0.08646667004,,,0.05428085104,0.05409444496,0.05130933225,0.175999999,0.05697279051,,,,0.09059999883,0.06700000167,0.1226582974,0.1237462014,0.1131659225
1979,Australia,AUS,193,14421.9,14319.54181,59.81403415,57.7537,118475,0.2245402918,41.63373,-2338.30846,16279,16710.9,13146,57232,8.876666667,9.749166667,0.228866,29664,31800,0.9045680696,1,0,0,29029,10194.3,13285.3,15743.7,30.76016903,PEG,USA,0.3899999857,0.1242941767,0.007620513905,0.08876666427,,,0.06820715219,0.05608702824,0.05250576138,0.3199999928,0.05303030461,,,,0.09749166667,0.0700000003,0.1515458077,0.1636168361,0.04819358885
1980,Australia,AUS,193,14615.9,14411.83916,61.11180009,59.161,134315,0.2355931895,45.8498,-3383.97436,19632,19268.6,14843,65457,10.6675,11.6475,0.213488,34584,36400,0.8469551968,1,0,0,32149,11690.8,15578.2,16570.8,36.29317832,PEG,USA,0.5230000019,0.235666126,-0.04250805825,0.106674999,,,0.1798752993,0.05579082668,0.04728535935,0.4580000043,0.04458161816,,,,0.116475001,0.06499999762,0.2632571459,0.2864318788,0.03208347037
1981,Australia,AUS,193,14923.26,14660.33561,62.0711064,61.1189,152043,0.2479947588,50.29345,-6649.81911,22824,18686,16627,72752,13.25083333,13.95833333,0.189447,40727,41400,0.8866034231,1,0,0,37275,12901.1,17985.4,19289.6,41.6886266,PEG,USA,-0.1080000028,0.202580303,-0.003373264335,0.1325083375,,,0.1486614645,0.05391883478,0.04694058001,-0.1439999938,0.0420560725,,,,0.1395833343,0.03599999845,0.1497695744,0.1572061628,0.06456753612
1982,Australia,AUS,193,15162,14411.81902,59.55755787,61.1974,175506,0.2405866447,55.89891,-7548.35627,26210,21032,16895,81035,14.6425,15.375,0.173873,47388,49000,1.019783807,1,0,0,40586,14150.9,20254.5,20331.5,44.09594417,PEG,USA,-0.1529999971,0.1157255918,0.1933521479,0.1464249939,,,0.05774480477,0.05798078701,0.05481547862,-0.1970000118,0.05479452014,,,,0.1537500024,0.04399999976,0.08971504122,0.08259151876,0.1698885709
1983,Australia,AUS,193,15348,14238.92364,61.59661516,61.4266,189017,0.2204607206,61.55228,-6258.48005,23839,22306,17881,92562,11.06083333,13.8875,0.188926,52001,57000,1.10864745,0,0,0,45456,16124.4,23937.8,21518.2,46.42683897,FLOAT,USA,0.6370000243,0.1024853289,0.1572968513,0.1106083319,,,0.05285979062,0.04962553829,0.04713404179,0.5659999847,0.04533844069,,,,0.1388749927,0.07099999487,0.1822146475,0.1867499501,0.1339525878
1984,Australia,AUS,193,15510,15062.41135,64.19062883,61.9074,213329,0.2294949823,63.98371,-9297.2035,29560,26366,19180.31142,105399,10.985,13.525,0.203591,56912,65200,1.208021261,0,0,0,54327,18756.4,28917.9,25409.1,52.37253127,FLOAT,USA,0.004999999888,0.18508856,0.138671726,0.1098499969,,,0.1280661225,0.05702243373,0.05054884031,-0.03700000048,0.04361370578,,,,0.1352500021,0.04199999943,0.1560403556,0.1593147218,0.1242608577
